Unnamed: 0,Unnamed: 1,Unnamed: 2,Time (sec),Boiler Temp (C),Turbine In Temp (C),Turbine Ex Temp (C),Boiler Pres (psig),Turbine In Pres (psig),Turbine Ex Pres (psig),Fuel Flow (L/min),Generator (RPM),Voltage (Volts),Current (Amps),Power (Watts)
,,,2017.771,175.77,-1968.264,-5526.212,101.379,11.711,4.46,4.139,1793.542,6.934,0.203,1.409
,,,2018.772,54.359,-6814.573,-9688.066,101.614,11.708,4.425,4.097,1763.403,6.844,0.194,1.33
,,,2019.771,-1797.286,-6860.047,-7424.708,101.162,11.713,4.41,4.092,1787.069,6.933,0.198,1.373
,,,2020.773,-5081.342,-2840.441,-155.762,100.308,11.683,4.422,4.054,1785.382,7.008,0.215,1.504
,,,2021.773,-2148.229,-6631.088,-9900.266,100.665,11.676,4.426,4.042,1815.3,7.041,0.217,1.531
,,,2022.772,-1735.261,-8264.132,-12586.768,101.358,11.848,4.465,4.082,1806.677,6.97,0.198,1.381
,,,2023.772,-1747.339,-6801.365,-10721.934,101.2,11.905,4.452,4.08,1804.4,6.994,0.212,1.485
,,,2024.772,-3467.821,-8508.731,-7391.304,100.603,11.802,4.449,4.048,1835.252,7.135,0.208,1.484
,,,2025.773,-2756.126,-4709.664,-6305.809,100.967,11.907,4.472,4.093,1844.954,7.187,0.203,1.457
,,,2026.774,145.405,-5315.677,-7835.451,101.729,11.915,4.474,4.098,1861.754,7.247,0.216,1.568
,,,2027.774,-1002.048,-1541.09,-3963.574,100.997,11.966,4.512,4.13,1885.25,7.315,0.221,1.617
,,,2028.776,-641.443,-1579.859,-3696.194,101.449,11.986,4.499,4.129,1886.899,7.336,0.208,1.525
,,,2029.776,-266.732,-3726.762,110.567,100.573,11.856,4.491,4.072,1867.467,7.265,0.213,1.545
,,,2030.776,166.402,41.369,19.82,101.174,11.95,4.492,4.092,1868.395,7.27,0.205,1.492
,,,2031.776,158.077,-1109.47,-3231.373,100.588,11.902,4.525,4.118,1897.116,7.362,0.199,1.464
,,,2032.776,165.217,-595.945,-355.936,102.684,12.073,4.523,4.127,1852.818,7.229,0.201,1.451
,,,2033.776,164.951,-3118.693,101.974,101.422,12.095,4.565,4.151,1907.78,7.414,0.2,1.484
,,,2034.777,171.115,114.784,99.656,102.996,12.174,4.563,4.178,1880.231,7.297,0.21,1.529
,,,2035.777,159.43,109.901,98.307,102.126,12.162,4.581,4.128,1901.265,7.38,0.2,1.478
,,,2036.778,160.017,110.529,98.355,102.621,12.24,4.587,4.154,1922.607,7.468,0.204,1.524
,,,2037.778,161.066,110.389,98.309,102.04,12.19,4.578,4.122,1924.613,7.475,0.205,1.529
,,,2038.778,161.748,110.818,98.38,102.485,12.28,4.603,4.14,1945.676,7.568,0.207,1.564
,,,2039.777,162.829,110.946,98.394,102.724,12.336,4.615,4.149,1946.448,7.563,0.21,1.592
,,,2040.778,162.073,110.391,98.248,102.402,12.284,4.616,4.134,1938.263,7.535,0.205,1.548
,,,2041.778,160.671,110.048,98.501,102.658,12.336,4.618,4.144,1938.474,7.532,0.207,1.561
,,,2042.779,159.889,111.106,98.457,102.087,12.269,4.605,4.118,1932.307,7.513,0.204,1.533
,,,2043.779,160.099,110.664,98.438,102.121,12.273,4.602,4.118,1950.342,7.579,0.208,1.576
,,,2044.779,160.863,111.721,98.358,102.638,12.343,4.622,4.144,1948.905,7.58,0.206,1.561
,,,2045.779,162.162,110.11,98.241,102.664,12.467,4.648,4.149,1953.121,7.593,0.21,1.598
,,,2046.779,159.669,111.709,98.474,102.647,12.513,4.658,4.152,1971.527,7.67,0.209,1.605
,,,2047.778,159.886,111.232,98.66,102.054,12.417,4.656,4.121,1977.014,7.69,0.21,1.612
,,,2048.779,159.713,107.935,101.71,102.425,12.559,4.68,4.15,1983.866,7.719,0.21,1.625
,,,2049.779,141.688,111.93,99.129,102.387,12.597,4.689,4.149,1963.475,7.634,0.21,1.604
,,,2050.779,161.673,115.7,98.979,102.183,12.672,4.699,4.145,2013.864,7.84,0.214,1.675
,,,2051.778,160.795,119.43,103.388,102.211,12.684,4.709,4.164,1972.6,7.676,0.212,1.625
,,,2052.779,143.1,-1780.735,-28.985,101.805,12.718,4.704,4.136,1982.29,7.724,0.216,1.67
,,,2053.779,161.716,118.617,-14.859,102.157,12.751,4.717,4.136,2041.354,7.964,0.212,1.69
,,,2054.78,166.247,-958.653,-1772.24,102.402,12.806,4.742,4.158,1983.52,7.713,0.21,1.62
,,,2055.779,-153.12,-167.462,108.17,101.357,12.7,4.712,4.109,2009.733,7.845,0.224,1.755
,,,2056.779,171.447,-1378.441,-1254.928,101.294,12.703,4.721,4.115,2041.813,7.961,0.23,1.834
,,,2057.78,2.216,-464.823,-1696.702,101.09,12.645,4.719,4.123,2022.127,7.889,0.221,1.741
,,,2058.779,-2440.847,-2134.999,-596.699,100.864,12.65,4.695,4.109,2028.208,7.909,0.228,1.802
,,,2059.78,-129.576,-5434.885,-5291.391,100.472,12.706,4.726,4.08,2050.752,7.978,0.228,1.815
,,,2060.781,-5316.737,-2735.549,-1686.634,100.009,12.606,4.667,4.082,2061.397,8.069,0.251,2.026
,,,2061.78,-3778.486,-2513.922,-4914.518,99.399,12.506,4.666,4.052,2037.663,7.966,0.252,2.009
,,,2062.78,-5146.03,-9020.291,-11324.695,100.273,12.561,4.658,4.047,2043.972,7.968,0.232,1.848
,,,2063.78,-2201.23,-6593.696,-10036.748,99.727,12.525,4.63,4.03,2062.372,8.079,0.25,2.017
,,,2064.781,-3218.071,-5268.067,-7020.699,100.067,12.55,4.67,4.073,2069.225,8.114,0.247,2.002
,,,2065.781,-3898.424,-7881.282,-10402.948,100.207,12.536,4.671,4.056,2069.78,8.077,0.247,1.992
,,,2066.782,-1640.18,-3364.104,-6164.44,99.924,12.615,4.7,4.097,2082.676,8.114,0.25,2.032
,,,2067.781,-3394.702,-5790.383,-8403.879,99.934,12.609,4.662,4.083,2085.681,8.158,0.247,2.015
,,,2068.781,-1768.301,-63.778,-1099.256,99.628,12.566,4.678,4.073,2100.35,8.248,0.253,2.085
,,,2069.781,-3019.722,-2997.931,-3265.093,99.912,12.58,4.681,4.069,2101.39,8.229,0.245,2.017
,,,2070.781,169.108,-3764.802,-2132.399,99.871,12.667,4.727,4.119,2105.617,8.205,0.228,1.873
,,,2071.781,163.965,-1756.246,-3283.472,101.337,12.796,4.733,4.101,2099.472,8.173,0.226,1.843
,,,2072.781,177.791,-1877.699,-256.885,100.745,12.782,4.772,4.147,2088.703,8.124,0.225,1.83
,,,2073.781,94.212,-804.071,-268.484,101.527,12.784,4.712,4.106,2079.769,8.15,0.222,1.806
,,,2074.781,120.9,128.557,-861.784,100.981,12.638,4.72,4.117,2086.483,8.147,0.226,1.84
,,,2075.781,175.524,117.93,-483.855,101.643,12.876,4.762,4.176,2081.881,8.11,0.227,1.837
,,,2076.782,168.766,114.463,102.074,101.671,12.845,4.762,4.172,2065.09,8.046,0.228,1.835
,,,2077.782,162.846,115.447,99.478,101.571,12.815,4.753,4.154,2055.935,8.005,0.221,1.77
,,,2078.782,155.927,114.209,98.476,101.848,12.848,4.764,4.171,2055.485,8.006,0.22,1.763
,,,2079.783,133.931,110.982,98.667,101.793,12.833,4.762,4.169,2072.592,8.072,0.224,1.811
,,,2080.783,164.194,114.155,98.734,101.635,12.809,4.762,4.161,2063.498,8.04,0.224,1.802
,,,2081.783,161.42,111.505,98.471,101.415,12.781,4.754,4.151,2066.522,8.048,0.219,1.766
,,,2082.783,163.425,113.202,98.539,101.847,12.839,4.763,4.171,2064.601,8.044,0.22,1.772
,,,2083.783,162.471,111.605,98.542,101.132,12.752,4.751,4.137,2045.35,7.962,0.217,1.726
,,,2084.784,162.085,111.659,98.787,101.792,12.884,4.768,4.173,2072.509,8.076,0.223,1.8
,,,2085.785,161.964,112.825,98.772,101.471,12.844,4.767,4.159,2063.363,8.039,0.222,1.784
,,,2086.785,160.649,111.506,98.554,101.318,12.814,4.764,4.151,2043.599,7.955,0.216,1.722
,,,2087.785,162.392,112.453,98.681,101.676,12.897,4.769,4.179,2039.63,7.945,0.222,1.76
,,,2088.785,160.699,111.746,98.69,100.692,12.769,4.728,4.13,2066.451,8.048,0.222,1.787
,,,2089.785,160.555,111.935,98.774,100.882,12.773,4.743,4.134,2041.987,7.95,0.215,1.713
,,,2090.786,162.733,112.337,98.55,101.193,12.896,4.758,4.152,2048.055,7.972,0.219,1.742
,,,2091.786,162.759,113.205,98.881,101.675,12.994,4.776,4.175,2068.591,8.058,0.22,1.776
,,,2092.785,158.782,-379.188,89.469,101.079,12.913,4.773,4.143,2051.885,7.995,0.215,1.718
,,,2093.785,29.046,113.088,78.693,101.585,12.986,4.782,4.166,2059.899,8.015,0.223,1.785
,,,2094.785,163.134,-1848.368,102.267,100.945,12.941,4.788,4.166,2055.388,8.005,0.223,1.788
,,,2095.786,167.218,-368.806,-946.42,101.059,12.947,4.785,4.143,2050.03,7.974,0.218,1.742
,,,2096.787,176.457,109.779,-867.097,100.553,12.903,4.785,4.155,2062.88,8.022,0.232,1.863
,,,2097.786,91.311,-908.667,-1728.998,100.774,12.942,4.781,4.144,2049.849,7.98,0.226,1.801
,,,2098.787,-73.949,-522.207,-56.236,100.38,12.873,4.763,4.134,2048.844,7.989,0.222,1.774
,,,2099.786,-3041.746,-5524.33,-5917.462,99.691,12.824,4.714,4.108,2055.171,8.036,0.237,1.901
,,,2100.787,-79.664,-2371.179,-3269.206,100.263,12.854,4.727,4.11,2041.504,7.982,0.227,1.815
,,,2101.787,-607.595,-2862.01,-4709.111,99.132,12.707,4.728,4.091,2055.88,8.023,0.233,1.867
,,,2102.787,-2394.746,-6205.584,-5207.624,99.493,12.676,4.702,4.067,2045.404,8.036,0.244,1.964
,,,2103.786,-2698.957,-4961.666,-5462.825,99.58,12.786,4.701,4.084,2059.389,8.055,0.249,2.007
,,,2104.786,-830.169,-3378.965,-8154.494,98.687,12.809,4.739,4.082,2067.195,8.03,0.236,1.893
,,,2105.786,-2117.115,-6402.52,-9661.177,99.438,12.885,4.731,4.071,2056.681,8.051,0.229,1.846
,,,2106.787,-6462.576,-4333.491,-4681.201,98.478,12.765,4.719,4.084,2062.189,8.089,0.245,1.985
,,,2107.787,-4241.053,-2062.954,-4702.839,98.597,12.782,4.743,4.075,2072.788,8.105,0.248,2.007
,,,2108.787,-1170.371,-2579.535,-8855.115,99.334,12.821,4.724,4.087,2072.338,8.07,0.239,1.926
,,,2109.787,-4501.965,-5228.405,-5479.96,98.88,12.847,4.708,4.079,2063.567,8.093,0.242,1.958
,,,2110.788,-2114.318,-3236.09,-116.206,97.928,12.727,4.715,4.054,2070.933,8.097,0.241,1.954
,,,2111.788,-3402.712,-5743.255,-5646.653,99.933,12.823,4.736,4.09,2046.65,8.017,0.232,1.858
,,,2112.788,-1689.241,-2729.437,106.032,99.109,12.792,4.733,4.092,2055.365,8.056,0.238,1.916
,,,2113.788,-76.725,-103.877,-883.453,99.545,12.762,4.727,4.109,2055.516,8.034,0.233,1.872
,,,2114.787,178.223,-1814.493,19.835,99.463,12.814,4.792,4.149,2043.231,7.938,0.228,1.808
,,,2115.788,35.266,-258.504,79.827,100.223,12.723,4.735,4.095,2028.729,7.935,0.22,1.748
,,,2116.787,175.101,-1849.401,109.454,99.798,12.817,4.792,4.17,2054.453,7.999,0.227,1.818
,,,2117.787,144.325,96.447,106.492,100.572,12.717,4.765,4.095,2015.755,7.867,0.215,1.693
,,,2118.788,165.911,91.02,101.918,100.164,12.748,4.756,4.117,2033.543,7.922,0.219,1.732
,,,2119.788,163.311,111.805,98.279,100.855,12.852,4.784,4.162,2020.248,7.866,0.218,1.716
,,,2120.788,164.747,111.581,102.392,100.87,12.841,4.782,4.176,2037.829,7.937,0.219,1.74
,,,2121.789,161.851,111.207,98.686,100.716,12.813,4.781,4.162,2003.731,7.801,0.214,1.671
,,,2122.789,159.934,113.956,98.667,100.874,12.843,4.781,4.169,2025.21,7.88,0.219,1.723
,,,2123.789,161.85,113.71,98.659,100.99,12.869,4.78,4.179,2012.576,7.83,0.215,1.684
,,,2124.789,163.261,113.736,98.672,100.988,12.849,4.779,4.176,2027.507,7.896,0.22,1.736
,,,2125.788,160.827,111.787,98.448,100.72,12.828,4.778,4.165,2042.315,7.951,0.217,1.723
,,,2126.788,160.345,111.296,98.711,100.691,12.808,4.779,4.163,2045.643,7.964,0.218,1.739
,,,2127.788,161.061,111.039,98.702,100.687,12.806,4.779,4.165,2052.38,7.994,0.217,1.735
,,,2128.788,158.177,110.203,98.706,100.972,12.847,4.777,4.187,2034.245,7.922,0.212,1.68
,,,2129.789,158.529,110.346,98.834,100.919,12.851,4.778,4.187,2047.325,7.97,0.214,1.703
,,,2130.79,159.62,111.315,98.713,100.975,12.833,4.777,4.188,2015.01,7.849,0.214,1.677
,,,2131.789,160.431,111.13,98.285,100.529,12.781,4.774,4.157,2040.649,7.947,0.217,1.726
,,,2132.79,161.066,110.956,98.562,100.74,12.806,4.777,4.17,2025.552,7.886,0.215,1.696
,,,2133.789,160.98,112.092,99.939,100.605,12.779,4.772,4.163,2038.662,7.945,0.217,1.721
,,,2134.79,161.345,115.834,98.888,100.03,12.701,4.754,4.132,2054.151,8.002,0.218,1.742
,,,2135.79,160.677,-404.045,-16.559,100.395,12.797,4.771,4.164,2031.078,7.902,0.221,1.748
,,,2136.79,166.811,-24.076,-57.511,99.923,12.687,4.733,4.119,2016.852,7.871,0.222,1.748
,,,2137.79,118.267,-863.725,-2248.955,100.431,12.747,4.753,4.127,2019.662,7.869,0.214,1.683
,,,2138.79,-135.369,107.459,98.881,99.773,12.674,4.745,4.148,2058.11,8.02,0.231,1.854
,,,2139.791,167.69,68.51,-1473.66,100.007,12.741,4.769,4.15,2024.832,7.89,0.219,1.727
,,,2140.791,168.99,-1527.664,113.629,99.231,12.634,4.737,4.115,2052.559,7.992,0.228,1.82
,,,2141.791,-862.426,-908.051,-403.148,98.754,12.58,4.739,4.082,2041.22,7.95,0.225,1.787
,,,2142.79,22.26,-3661.762,-1471.071,98.419,12.543,4.713,4.074,2017.266,7.847,0.229,1.799
,,,2143.791,46.146,-3313.307,-3712.128,98.441,12.581,4.695,4.098,2054.53,8.018,0.237,1.903
,,,2144.791,-6048.241,-4291.891,-1512.481,97.296,12.461,4.662,4.06,2040.235,7.984,0.256,2.041
,,,2145.791,-2065.499,-3912.058,-3014.889,97.765,12.485,4.672,4.055,2008.859,7.841,0.236,1.85
,,,2146.79,-2766.192,-3334.08,-7268.156,97.891,12.502,4.688,4.045,2051.656,7.992,0.251,2.005
,,,2147.791,-605.108,-4861.404,-5782.679,97.978,12.559,4.724,4.102,1999.1,7.765,0.225,1.746
,,,2148.791,-4618.197,-2440.567,-5277.92,98.231,12.541,4.695,4.066,2045.59,8.033,0.249,1.999
,,,2149.792,-4871.528,-7239.11,-6415.283,97.986,12.4,4.695,4.046,2001.433,7.776,0.236,1.832
,,,2150.791,-4247.649,-1625.4,-3526.165,98.002,12.515,4.686,4.077,2009.806,7.864,0.235,1.849
,,,2151.791,-2308.06,-6401.899,-6454.468,98.067,12.357,4.674,4.065,2027.639,7.901,0.23,1.814
,,,2152.791,-266.955,-3647.177,-6460.741,98.917,12.379,4.703,4.124,1991.337,7.714,0.214,1.649
,,,2153.793,116.512,-3929.952,-5343.846,99.606,12.331,4.692,4.138,1969.825,7.617,0.221,1.682
,,,2154.795,42.741,-918.973,-1468.18,98.855,12.203,4.66,4.128,1955.949,7.582,0.209,1.587
,,,2155.795,170.869,-5760.041,-3013.546,99.959,12.246,4.643,4.103,1921.088,7.483,0.205,1.536
,,,2156.795,172.411,-45.121,93.102,99.779,12.161,4.589,4.109,1935.317,7.548,0.211,1.591
,,,2157.796,175.459,-19.517,-2415.58,100.388,12.232,4.644,4.13,1890.581,7.346,0.208,1.53
,,,2158.795,166.275,-848.265,96.522,99.14,12.106,4.628,4.134,1919.426,7.455,0.206,1.533
,,,2159.796,172.099,-685.593,105.602,99.323,12.185,4.656,4.169,1918.129,7.453,0.213,1.585
,,,2160.796,140.728,110.5,97.992,99.752,12.172,4.618,4.147,1926.743,7.486,0.208,1.559
,,,2161.796,164.999,112.571,98.089,100.084,12.08,4.618,4.151,1881.332,7.311,0.203,1.486
,,,2162.797,165.324,111.438,98.115,100.585,12.148,4.617,4.177,1883.663,7.314,0.207,1.515
,,,2163.797,164.698,112.631,97.853,100.266,12.105,4.611,4.151,1832.323,7.105,0.197,1.402
,,,2164.798,158.169,109.539,97.952,99.225,11.923,4.569,4.097,1880.721,7.307,0.193,1.412
,,,2165.798,158.043,110.984,98.034,99.582,11.997,4.594,4.115,1876.187,7.286,0.192,1.397
,,,2166.798,160.789,111.523,98.005,100.598,12.122,4.607,4.177,1846.366,7.161,0.198,1.417
,,,2167.798,160.654,110.867,98.478,99.663,11.993,4.593,4.12,1851.424,7.186,0.195,1.403
,,,2168.799,158.617,109.715,98.152,99.97,12.041,4.576,4.145,1859.563,7.215,0.195,1.41
,,,2169.799,158.691,109.793,97.989,99.873,12.021,4.59,4.133,1898.804,7.379,0.197,1.455
,,,2170.8,158.344,110.848,98.087,99.239,11.964,4.556,4.121,1878.321,7.291,0.196,1.425
,,,2171.799,160.66,113.204,97.769,100.267,12.061,4.589,4.167,1862.391,7.226,0.2,1.444
,,,2172.799,160.987,111.563,97.936,99.973,12.022,4.577,4.15,1899.17,7.382,0.204,1.505
,,,2173.8,160.034,110.858,97.971,100.368,12.078,4.599,4.169,1866.863,7.246,0.199,1.439
,,,2174.801,157.994,109.773,97.691,99.359,11.963,4.577,4.116,1863.05,7.227,0.195,1.411
,,,2175.801,165.422,113.786,98.108,100.548,12.107,4.596,4.185,1855.795,7.205,0.196,1.413
,,,2176.801,158.207,76.698,94.755,99.114,11.951,4.576,4.117,1911.374,7.429,0.198,1.467
,,,2177.801,120.009,87.8,101.467,99.256,11.943,4.541,4.125,1903.17,7.402,0.202,1.493
,,,2178.803,168.759,-199.97,39.707,100.279,12.085,4.597,4.159,1868.782,7.247,0.196,1.419
,,,2179.804,47.34,-1015.598,-1207.843,100.237,12.041,4.586,4.139,1900.132,7.377,0.198,1.464
,,,2180.803,123.822,-1184.22,33.23,98.807,11.92,4.562,4.108,1881.306,7.301,0.194,1.419
,,,2181.803,167.403,-2805.312,-2645.068,99.566,12.02,4.587,4.158,1880.062,7.299,0.207,1.512
,,,2182.804,151.966,-1871.401,-2806.543,98.843,12.029,4.588,4.133,1859.648,7.227,0.199,1.439
,,,2183.804,-813.817,-3582.022,120.346,98.264,11.858,4.523,4.078,1865.652,7.253,0.222,1.607
,,,2184.804,81.012,-2097.707,-2218.087,98.812,11.886,4.562,4.134,1869.268,7.252,0.22,1.595
,,,2185.804,-893.682,-4587.536,-1836.314,98.475,11.885,4.516,4.11,1866.708,7.275,0.22,1.603
,,,2186.805,-42.981,-3669.62,-10630.549,99.107,12.006,4.582,4.115,1894.961,7.325,0.207,1.513
,,,2187.804,-712.617,-4435.199,-4838.531,98.202,11.87,4.553,4.109,1892.773,7.343,0.217,1.591
,,,2188.804,-3401.424,-5549.533,-8270.737,98.615,11.816,4.499,4.042,1857.927,7.28,0.223,1.623
,,,2189.806,-819.679,-3029.141,-7252.598,97.796,11.868,4.554,4.093,1868.461,7.197,0.21,1.508
,,,2190.805,-1698.014,-5722.222,-8387.773,99.038,11.923,4.515,4.084,1912.847,7.449,0.236,1.755
,,,2191.806,-4117.142,-7191.05,-8373.961,98.146,11.859,4.541,4.069,1907.515,7.45,0.216,1.608
,,,2192.806,-903.773,-5657.691,-5914.449,97.991,11.898,4.518,4.044,1869.8,7.303,0.206,1.504
,,,2193.806,-2171.196,-4776.621,-3190.992,98.434,11.894,4.505,4.091,1869.469,7.312,0.223,1.631
,,,2194.807,-2158.725,-3572.781,-193.249,98.408,11.853,4.509,4.078,1880.534,7.326,0.226,1.657
,,,2195.807,63.044,-4553.552,-2254.318,98.541,11.989,4.595,4.117,1906.815,7.371,0.209,1.538
,,,2196.809,168.788,-1698.206,-5580.485,99.088,12.005,4.591,4.105,1867.112,7.219,0.197,1.42
,,,2197.808,94.038,-1891.826,-2190.386,98.737,11.874,4.52,4.063,1867.96,7.293,0.211,1.54
,,,2198.809,135.586,-2892.609,-1353.851,98.667,11.912,4.561,4.157,1873.778,7.273,0.203,1.48
,,,2199.809,179.943,-943.453,-486.545,100.579,12.106,4.596,4.174,1909.689,7.418,0.201,1.49
,,,2200.809,160.864,48.383,106.148,99.985,11.973,4.572,4.11,1900.899,7.395,0.197,1.458
,,,2201.809,165.115,112.081,98.922,99.655,11.986,4.568,4.135,1872.156,7.262,0.198,1.44
,,,2202.808,158.568,115.594,98.086,99.655,12.032,4.592,4.158,1863.001,7.23,0.197,1.428
,,,2203.808,161.016,111.711,98.224,99.664,11.979,4.581,4.134,1907.292,7.412,0.197,1.461
,,,2204.809,160.691,110.81,97.956,99.934,12.024,4.59,4.146,1861.772,7.223,0.194,1.4
,,,2205.808,166.832,114.89,97.912,100.406,12.074,4.596,4.171,1895.67,7.367,0.206,1.517
,,,2206.808,163.63,112.769,98.012,100.137,12.037,4.586,4.16,1867.122,7.251,0.202,1.461
,,,2207.809,160.984,110.853,98.166,99.214,11.93,4.56,4.111,1861.741,7.222,0.198,1.43
,,,2208.808,161.989,111.11,97.881,99.539,11.978,4.564,4.129,1877.993,7.294,0.197,1.437
,,,2209.809,165.615,114.372,97.993,100.129,12.038,4.582,4.155,1907.946,7.417,0.211,1.564
,,,2210.808,167.748,113.189,98.178,100.605,12.118,4.597,4.18,1887.976,7.327,0.21,1.536
,,,2211.809,168.182,114.736,97.923,100.563,12.101,4.596,4.177,1869.805,7.258,0.209,1.519
,,,2212.809,167.03,113.291,97.799,100.046,12.031,4.577,4.156,1913.006,7.436,0.209,1.554
,,,2213.809,165.045,112.297,98.175,99.927,12.018,4.572,4.147,1880.916,7.301,0.201,1.47
,,,2214.809,165.395,115.062,98.169,100.4,12.081,4.595,4.165,1854.739,7.195,0.204,1.469
,,,2215.808,127.303,112.551,98.926,99.415,11.955,4.57,4.118,1880.675,7.3,0.203,1.484
,,,2216.809,166.689,116.27,98.278,99.62,11.984,4.575,4.127,1867.725,7.249,0.198,1.437
,,,2217.809,160.731,75.681,68.657,99.631,11.969,4.579,4.13,1860.049,7.225,0.196,1.413
,,,2218.809,168.308,118.609,100.631,100.556,12.115,4.594,4.176,1868.313,7.255,0.205,1.489
,,,2219.809,156.678,8.936,-1015.928,99.092,11.93,4.561,4.115,1877.457,7.287,0.197,1.433
,,,2220.809,170.096,-867.221,93.297,100.426,12.063,4.58,4.155,1879.605,7.311,0.207,1.513
,,,2221.809,169.872,90.07,96.908,98.533,11.892,4.561,4.111,1898.841,7.372,0.209,1.539
,,,2222.809,154.609,-849.075,66.249,99.247,11.961,4.562,4.117,1852.024,7.182,0.202,1.452
,,,2223.808,171.369,-1728.409,-2926.391,99.512,12.049,4.595,4.143,1853.473,7.159,0.201,1.44
,,,2224.808,167.589,-926.197,-2138.786,99.013,11.914,4.55,4.113,1874.275,7.253,0.202,1.464
,,,2225.809,-1434.052,-1814.635,-2943.405,99.184,11.994,4.542,4.12,1845.874,7.186,0.211,1.518
,,,2226.809,-409.172,-4035.342,-1836.217,98.854,11.919,4.547,4.114,1852.192,7.209,0.21,1.516
,,,2227.81,-167.74,-5335.478,-5953.175,98.768,11.97,4.555,4.077,1899.112,7.338,0.207,1.519
,,,2228.81,-3032.527,-1794.312,-4178.081,97.821,11.798,4.503,4.076,1873.272,7.267,0.235,1.707
,,,2229.81,-1027.052,-6541.442,-8166.255,98.264,11.934,4.499,4.053,1870.107,7.289,0.225,1.638
,,,2230.811,-4222.531,-1778.613,-4189.011,96.969,11.755,4.486,4.042,1902.742,7.409,0.233,1.728
,,,2231.811,-2839.361,-7196.341,-8303.89,97.757,11.742,4.458,4.006,1863.156,7.258,0.234,1.695
,,,2232.813,-280.27,-2675.06,-8931.494,98.233,11.835,4.541,4.086,1889.482,7.302,0.219,1.598
,,,2233.813,-3751.786,-1175.783,-9347.523,98.389,11.866,4.539,4.074,1898.119,7.384,0.235,1.737
,,,2234.815,-597.43,-2926.875,-5043.832,98.33,11.985,4.553,4.087,1862.791,7.249,0.216,1.565
,,,2235.815,-1643.703,-1231.438,-2542.369,98.779,11.858,4.51,4.078,1868.841,7.277,0.22,1.598
,,,2236.816,-3257.153,-2080.095,-1150.181,98.347,11.885,4.522,4.075,1845.246,7.17,0.209,1.498
,,,2237.815,143.669,-154.775,-761.15,99.145,12.008,4.59,4.121,1902.916,7.341,0.211,1.549
,,,2238.815,177.654,-3677.119,-3493.339,99.687,12.067,4.577,4.08,1896.767,7.361,0.197,1.452
,,,2239.817,161.457,-3705.885,-1201.798,99.229,12.041,4.584,4.16,1892.61,7.342,0.2,1.471
,,,2240.817,175.71,-1809.615,112.893,99.717,12.086,4.602,4.171,1870.223,7.238,0.207,1.498
,,,2241.817,150.584,96.662,108.192,99.818,11.965,4.55,4.117,1859.664,7.228,0.208,1.501
,,,2242.818,168.928,112.564,-1659.913,99.716,12.109,4.598,4.164,1888.933,7.336,0.199,1.461
,,,2243.819,164.353,113.407,-870.122,100.465,12.12,4.597,4.163,1871.147,7.267,0.195,1.414
,,,2244.819,138.699,110.357,98.896,100.926,12.172,4.597,4.169,1894.232,7.352,0.199,1.466
,,,2245.819,161.887,111.363,98.254,100.733,12.136,4.595,4.156,1866.368,7.241,0.195,1.41
,,,2246.82,160.765,109.944,98.148,100.087,12.041,4.58,4.121,1899.848,7.383,0.201,1.482
,,,2247.819,165.661,112.493,98.276,100.989,12.18,4.599,4.17,1895.983,7.365,0.211,1.553
,,,2248.82,162.688,112.239,97.931,100.811,12.166,4.597,4.164,1879.875,7.296,0.201,1.466
,,,2249.82,162.445,110.264,98.265,100.781,12.157,4.596,4.162,1888.592,7.335,0.201,1.472
,,,2250.819,158.549,109.555,98.096,101.021,12.201,4.601,4.174,1877.26,7.284,0.194,1.416
,,,2251.82,161.595,111.235,98.15,101.131,12.197,4.601,4.181,1878.765,7.299,0.201,1.47
,,,2252.82,158.878,111.727,98.176,100.889,12.173,4.601,4.161,1876.272,7.283,0.195,1.423
,,,2253.82,155.286,110.889,98.214,101.192,12.222,4.603,4.179,1880.014,7.305,0.198,1.45
,,,2254.82,147.135,110.589,98.011,101.134,12.203,4.605,4.179,1896.427,7.364,0.2,1.47
,,,2255.82,159.724,110.544,98.073,100.82,12.173,4.599,4.16,1883.376,7.315,0.198,1.448
,,,2256.819,159.097,110.796,99.024,100.927,12.189,4.602,4.161,1911.269,7.422,0.199,1.479
,,,2257.82,161.069,110.492,98.184,101.311,12.239,4.608,4.181,1919.056,7.461,0.204,1.525
,,,2258.82,161.762,108.089,97.958,100.987,12.195,4.597,4.165,1910.53,7.425,0.202,1.503
,,,2259.82,158.285,111.779,100.728,100.795,12.18,4.598,4.157,1908.076,7.411,0.198,1.466
,,,2260.821,132.337,-263.768,84.169,100.862,12.186,4.585,4.139,1881.192,7.317,0.197,1.44
,,,2261.821,160.169,113.953,99.315,100.11,12.102,4.578,4.13,1897.384,7.367,0.199,1.468
,,,2262.821,170.76,-360.732,-812.21,100.987,12.205,4.582,4.136,1885.028,7.332,0.204,1.496
,,,2263.821,161.834,70.927,106.919,100.791,12.15,4.581,4.135,1898.333,7.375,0.201,1.485
,,,2264.821,-951.382,82.192,109.174,100.623,12.176,4.557,4.12,1911.704,7.435,0.213,1.586
,,,2265.821,-363.66,-1606.052,-1830.905,100.861,12.176,4.577,4.134,1898.156,7.405,0.206,1.524
,,,2266.821,-1834.269,-3955.41,-4123.649,100.333,12.118,4.569,4.115,1916.974,7.484,0.227,1.702
